Customer No.	Exposure at Default (in lakh Rs.)	 Recovery (%) 	Probability of Default
8302	7.27	 0.39 	0.0066
8303	19.26	 0.11 	0.0098
8304	1.74	 0.15 	0.003
8305	18.62	 0.19 	0.0072
8306	0.8	 0.15 	0.0097
8307	5.32	 0.07 	0.0081
8308	4.41	 0.36 	0.0091
8309	10.86	 0.05 	0.0092
8310	12.63	 0.12 	0.0097
8311	13.99	 0.06 	0.0059
8312	2.67	 0.03 	0.0058
8313	2.2	 0.13 	0.0019
8314	21.58	 0.07 	0.0035
8315	0.68	 0.16 	0.0007
8316	12.73	 0.37 	0.0088
8317	10.28	 0.25 	0.0027
8318	7.56	 0.24 	0.0035
8319	11.09	 0.05 	0.001
8320	9.46	 0.07 	0.0033
8321	6.32	 0.28 	0.0001
8322	22.99	 0.16 	0.0027
8323	18.97	 0.00 	0.0033
8324	8.52	 0.32 	0.003
8325	3.06	 0.16 	0.0047
8326	6.55	 0.23 	0.0024
8327	15.18	 0.24 	0.0054
8328	4.21	 0.35 	0.0004
8329	19.12	 0.36 	0.0071
8330	19.45	 0.01 	0.0023
8331	14.26	 0.19 	0.0091
8332	13.66	 0.23 	0.0066
8333	21.39	 0.21 	0.005
8334	10.5	 0.17 	0.0039
8335	17.08	 0.01 	0.0019
8336	0.1	 0.26 	0.008
8337	0.27	 0.35 	0.0006
8338	9.23	 0.10 	0.0098
8339	12.65	 0.21 	0.0019
8340	15.07	 0.09 	0.0003
8341	22.14	 0.04 	0.0049
8342	21.34	 0.07 	0.0032
8343	23.6	 0.21 	0.0055
8344	13.37	 0.26 	0.001
8345	2.69	 0.04 	0.003
8346	4.91	 0.35 	0.0095
8347	15.43	 0.36 	0.0024
8348	24.32	 0.16 	0.0092
8349	11.71	 0.08 	0.0054
8350	2.23	 0.34 	0.0049
8351	5.87	 0.08 	0.003
8352	1.31	 0.24 	0.0013
8353	2.24	 0.14 	0.0044
8354	8.44	 0.01 	0.0037
8355	6.49	 0.36 	0.0092
8356	21.29	 0.21 	0.0004
8357	21.48	 0.25 	0.0039
8358	14.25	 0.37 	0.0006
8359	11.77	 0.34 	0.0027
8360	14.12	 0.27 	0.0027
8361	23.9	 0.39 	0.0084
8362	20.5	 0.39 	0.0015
8363	3.11	 0.26 	0.0091
8364	1.72	 0.01 	0.0086
8365	22.61	 0.30 	0.0041
8366	8.7	 0.29 	0.0073
8367	12.38	 0.16 	0.0055
8368	9.96	 0.33 	0.0013
8369	1.84	 0.32 	0.0037
8370	13.79	 0.18 	0.0036
8371	5.48	 0.37 	0.0019
8372	7.24	 0.02 	0.0057
8373	22.39	 0.00 	0.0006
8374	23.29	 0.19 	0.0039
8375	21.67	 0.32 	0.0019
8376	23.69	 0.04 	0.0053
8377	6.28	 0.17 	0.002
8378	5.87	 0.09 	0.0004
8379	10.45	 0.25 	0.0031
8380	16.85	 0.09 	0.0081
8381	22.48	 0.25 	0.0061
8382	15.54	 0.37 	0.0029
8383	24.36	 0.19 	0.002
8384	0.24	 0.16 	0.0022
8385	19.9	 0.21 	0.0031
8386	6.21	 0.10 	0.0037
8387	15.71	 0.37 	0.0021
8388	18.97	 0.25 	0.0073
8389	2.67	 0.06 	0.007
8390	18.4	 0.31 	0.0086
8391	21.55	 0.06 	0.0085
8392	15.72	 0.17 	0.0051
8393	9.72	 0.39 	0.0024
8394	15.73	 0.16 	0.0071
8395	12.18	 0.05 	0.0089
8396	17.24	 0.34 	0.0077
8397	20.97	 0.13 	0.0063
8398	4.16	 0.29 	0.0057
8399	11.11	 0.38 	0.0026
8400	1.36	 0.30 	0.0062
8401	21.37	 0.14 	0.0034
8402	5.8	 0.28 	0.0048
8403	21.37	 0.31 	0.0079
8404	7.88	 0.31 	0.0097
8405	23.1	 0.22 	0.0079
8406	2.54	 0.22 	0.0092
8407	23.44	 0.20 	0.009
8408	19.96	 0.33 	0.0048
8409	8.57	 0.05 	0.0003
8410	10.17	 0.30 	0.0096
8411	8.46	 0.14 	0.0048
8412	1.52	 0.26 	0.0084
8413	13.39	 0.39 	0.003
8414	14.94	 0.06 	0.0067
8415	5.32	 0.01 	0.004
8416	18.95	 0.26 	0.0065
8417	24.87	 0.13 	0.0084
8418	16.6	 0.06 	0.0067
8419	10.58	 0.12 	0.0058
8420	23.11	 0.00 	0.0029
8421	12.77	 0.17 	0.0023
8422	9.21	 0.17 	0.0079
8423	14.05	 0.19 	0.0025
8424	21.67	 0.01 	0.0085
8425	23.99	 0.23 	0.0022
8426	21.81	 0.03 	0.0029
8427	7.14	 0.23 	0.006
8428	7.53	 0.29 	0.0056
8429	10.17	 0.40 	0.0007
8430	10.26	 0.30 	0.0085
8431	3.87	 0.06 	0.0068
8432	0.39	 0.25 	0.0096
8433	16.32	 0.26 	0.0031
8434	10.28	 0.30 	0.0007
8435	5.5	 0.19 	0.0022
8436	2.11	 0.23 	0.0029
8437	2.34	 0.34 	0.0057
8438	4.27	 0.12 	0.004
8439	2.15	 0.25 	0.0058
8440	14.64	 0.33 	0.0038
8441	9.55	 0.29 	0.0001
8442	20.87	 0.05 	0.0071
8443	12.83	 0.12 	0.005
8444	11.89	 0.31 	0.0096
8445	15.86	 0.34 	0.0044
8446	21.62	 0.25 	0.0023
8447	11.66	 0.26 	0.005
8448	11.22	 0.08 	0.0004
8449	10.52	 0.29 	0.0017
8450	3.98	 0.39 	0.0019
8451	2.53	 0.10 	0.0005
8452	24.68	 0.38 	0.0039
8453	5.78	 0.39 	0.0082
8454	21.34	 0.11 	0.0099
8455	19.47	 0.33 	0.002
8456	17.93	 0.33 	0.0057
8457	22.29	 0.06 	0.0042
8458	0.85	 0.03 	0.0031
8459	18.43	 0.33 	0.0072
8460	8.04	 0.25 	0.0066
8461	21.25	 0.24 	0.01
8462	20.24	 0.19 	0.0056
8463	2.75	 0.30 	0.0027
8464	18.09	 0.14 	0.0017
8465	11.14	 0.03 	0.0035
8466	5.26	 0.16 	0.0075
8467	3.06	 0.29 	0.0076
8468	7.42	 0.33 	0.0069
8469	16.75	 0.22 	0.0087
8470	22.94	 0.13 	0.0048
8471	11.76	 0.10 	0.004
8472	12.7	 0.38 	0.0082
8473	7.12	 0.30 	0.0061
8474	17.93	 0.18 	0.0077
8475	17.14	 0.31 	0.0071
8476	24.83	 0.01 	0.0002
8477	1.33	 0.08 	0.0005
8478	5.06	 0.27 	0.0006
8479	17.21	 0.26 	0.0013
8480	5.11	 0.08 	0.0017
8481	1.99	 0.26 	0.0099
8482	14.87	 0.33 	0.0071
8483	15.26	 0.06 	0.0092
8484	14.65	 0.01 	0.0037
8485	13.22	 0.11 	0.0027
8486	17.28	 0.25 	0.0005
8487	4.13	 0.10 	0.0009
8488	24.39	 0.09 	0.0008
8489	20.04	 0.37 	0.0071
8490	7.07	 0.35 	0.0046
8491	19.11	 0.05 	0.008
8492	22.11	 0.27 	0.0052
8493	20.91	 0.29 	0.0037
8494	8.68	 0.32 	0.0078
8495	12.1	 0.25 	0.0092
8496	5.9	 0.18 	0.0064
8497	11.73	 0.12 	0.0017
8498	13.57	 0.26 	0.0071
8499	13.88	 0.05 	0.0005
8500	4	 0.08 	0.0026
8501	18.26	 0.17 	0.0093
8502	16.92	 0.12 	0.0043
8503	11.7	 0.28 	0.0066
8504	4.45	 0.02 	0.0016
8505	16.16	 0.35 	0.0018
8506	21.61	 0.25 	0.0047
8507	12.89	 0.08 	0.002
8508	23.25	 0.40 	0.0012
8509	15	 0.40 	0.0066
8510	2.4	 0.02 	0.0071
8511	12.35	 0.06 	0.0035
8512	18.36	 0.20 	0.005
8513	15.7	 0.24 	0.0025
8514	0.54	 0.08 	0.0015
8515	11.36	 0.21 	0.0023
8516	16.47	 0.34 	0.0062
8517	3.76	 0.30 	0.0093
8518	16.31	 0.15 	0.0066
8519	16.53	 0.18 	0.0007
8520	23.07	 0.36 	0.0082
8521	17.44	 0.37 	0.0059
8522	11.02	 0.19 	0.0095
8523	23.17	 0.33 	0.0033
8524	2.34	 0.05 	0.0026
8525	21.27	 0.26 	0.0035
8526	6.66	 0.26 	0.0085
8527	7.44	 0.09 	0.0027
8528	14.12	 0.15 	0.0068
8529	13.53	 0.19 	0.0003
8530	10.86	 0.24 	0.0075
8531	0.34	 0.37 	0.0095
8532	7.03	 0.22 	0.0024
8533	5.69	 0.26 	0.0044
8534	1.83	 0.07 	0.0016
8535	22.87	 0.30 	0.0033
8536	3.5	 0.03 	0.0042
8537	6.4	 0.33 	0.0019
8538	21.66	 0.11 	0.0066
8539	16.68	 0.14 	0.0054
8540	20	 0.22 	0.005
8541	4.19	 0.28 	0.0053
8542	10.84	 0.25 	0.0031
8543	18.19	 0.39 	0.0022
8544	18.45	 0.20 	0.002
8545	22.46	 0.39 	0.008
8546	3.55	 0.10 	0.0034
8547	9.73	 0.06 	0.004
8548	14.21	 0.02 	0.0091
8549	0.23	 0.10 	0.0019
8550	8.27	 0.32 	0.0056
8551	13.85	 0.23 	0.0038
8552	10.93	 0.27 	0.0049
8553	15.08	 0.37 	0.0056
8554	5.9	 0.02 	0.0003
8555	1.06	 0.06 	0.0047
8556	1.52	 0.21 	0.0055
8557	24.57	 0.03 	0.0023
8558	24.41	 0.06 	0.005
8559	13.37	 0.32 	0.0012
8560	17.75	 0.39 	0.0057
8561	17.14	 0.30 	0.0017
8562	8.25	 0.31 	0.0009
8563	20.3	 0.23 	0.0067
8564	8.58	 0.18 	0.0043
8565	8.37	 0.24 	0.0071
8566	0.78	 0.06 	0.007
8567	17.15	 0.20 	0.0045
8568	20.03	 0.39 	0.0059
8569	6.08	 0.33 	0.0054
8570	12.02	 0.26 	0.0096
8571	1.84	 0.07 	0.0063
8572	16.68	 0.28 	0.0027
8573	11.03	 0.20 	0.0016
8574	22.75	 0.14 	0.0004
8575	15.4	 0.25 	0.0055
8576	9.3	 0.15 	0.0044
8577	11.87	 0.08 	0.0023
8578	6.66	 0.09 	0.0069
8579	18.84	 0.15 	0.0093
8580	24.89	 0.29 	0.0009
8581	24.69	 0.39 	0.0032
8582	12.76	 0.25 	0.0086
8583	12.05	 0.02 	0.0078
8584	18.15	 0.10 	0.0009
8585	22.73	 0.26 	0.0076
8586	7.28	 0.30 	0.0058
8587	10.68	 0.40 	0.0079
8588	10.33	 0.23 	0.0038
8589	14.29	 0.24 	0.0025
8590	5.94	 0.10 	0.0093
8591	18.28	 0.18 	0.0096
8592	9.6	 0.23 	0.0007
8593	1.45	 0.19 	0.0019
8594	21.2	 0.02 	0.0016
8595	11.9	 0.07 	0.0023
8596	15.36	 0.21 	0.0068
8597	16.77	 0.05 	0.0027
8598	22.97	 0.18 	0.0004
8599	0.21	 0.22 	0.0048
8600	13.58	 0.29 	0.0065
8601	20.34	 0.37 	0.0018
8602	9.31	 0.29 	0.0099
8603	22	 0.13 	0.0083
8604	1.85	 0.08 	0.0095
8605	2.78	 0.12 	0.0007
8606	24.86	 0.34 	0.0086
8607	16.59	 0.23 	0.006
8608	21.34	 0.25 	0.0005
8609	9.99	 0.06 	0.008
8610	5.09	 0.12 	0.0093
8611	10.34	 0.34 	0.004
8612	13.92	 0.03 	0.0085
8613	3.6	 0.06 	0.0015
8614	15.29	 0.15 	0.0083
8615	22.66	 0.38 	0.0095
8616	3.2	 0.33 	0.0043
8617	8.2	 0.38 	0.0027
8618	10.55	 0.14 	0.0066
8619	14.03	 0.04 	0.0085
8620	10.77	 0.10 	0.0096
8621	2.87	 0.03 	0.0057
8622	7.81	 0.23 	0.0072
8623	7.85	 0.28 	0.0053
8624	12.62	 0.11 	0.0024
8625	20.47	 0.27 	0.0031
8626	20.68	 0.27 	0.0076
8627	21.6	 0.34 	0.0067
8628	10.89	 0.20 	0.0083
8629	3.83	 0.37 	0.0081
8630	2.47	 0.11 	0.0055
8631	19.15	 0.18 	0.0016
8632	2.76	 0.29 	0.0054
8633	9.38	 0.10 	0.0086
8634	17.12	 0.33 	0.0099
8635	1.1	 0.33 	0.0011
8636	4.98	 0.39 	0.0013
8637	16.46	 0.36 	0.0038
8638	0.83	 0.17 	0.0004
8639	3.01	 0.08 	0.0001
8640	11.63	 0.21 	0.0006
8641	19.46	 0.08 	0.0002
8642	11.21	 0.02 	0.0073
8643	6.13	 0.12 	0.0019
8644	22.65	 0.32 	0.0004
8645	20.77	 0.10 	0.0051
8646	2.36	 0.04 	0.0065
8647	2.04	 0.17 	0.0018
8648	20.75	 0.05 	0.0087
8649	13.09	 0.13 	0.0079
8650	14.34	 0.05 	0.0079
8651	3.67	 0.21 	0.0095
8652	5.66	 0.20 	0.0046
8653	14.7	 0.32 	0.0052
8654	22.95	 0.26 	0.0078
8655	10.98	 0.27 	0.0001
8656	24.27	 0.33 	0.0082
8657	17.4	 0.39 	0.0053
8658	20.4	 0.27 	0.0023
8659	11.92	 0.36 	0.0006
8660	8.57	 0.25 	0.0011
8661	6.8	 0.24 	0.0078
8662	4.76	 0.25 	0.0058
8663	24.84	 0.34 	0.0096
8664	0.75	 0.33 	0.0082
8665	17.93	 0.11 	0.0046
8666	5.66	 0.15 	0.0072
8667	18.85	 0.29 	0.0065
8668	7.02	 0.34 	0.0022
8669	7.96	 0.29 	0.0044
8670	24.82	 0.05 	0.0026
8671	4.27	 0.26 	0.002
8672	23.33	 0.24 	0.002
8673	3.73	 0.18 	0.0075
8674	17.62	 0.03 	0.0079
8675	0.3	 0.28 	0.006
8676	19.35	 0.05 	0.0024
8677	11.99	 0.25 	0.0012
8678	8.56	 0.05 	0.0027
8679	5.94	 0.16 	0.0053
8680	8.2	 0.14 	0.0051
8681	4.93	 0.32 	0.0085
8682	22.31	 0.07 	0.002
8683	3.35	 0.08 	0.0033
8684	0.74	 0.27 	0.0048
8685	20.54	 0.23 	0.0045
8686	3.21	 0.24 	0.0058
8687	24.99	 0.02 	0.0094
8688	17.88	 0.03 	0.0041
8689	1.66	 0.35 	0.007
8690	1.92	 0.01 	0.0042
8691	5.23	 0.05 	0.0041
8692	17.45	 0.27 	0.0041
8693	19.01	 0.37 	0.0057
8694	23.65	 0.36 	0.0045
8695	12	 0.28 	0.0019
8696	12.6	 0.22 	0.003
8697	5.56	 0.31 	0.0067
8698	5.32	 0.14 	0.0009
8699	15.26	 0.26 	0.0057
8700	19.89	 0.04 	0.0098
8701	1.06	 0.17 	0.0031
8702	18.7	 0.14 	0.0044
8703	11.34	 0.18 	0.0092
8704	0.98	 0.13 	0.0043
8705	3.89	 0.01 	0.0055
8706	16.94	 0.04 	0.0015
8707	9.81	 0.37 	0.0005
8708	18.51	 0.05 	0.0044
8709	13.7	 0.20 	0.0062
8710	12.19	 0.13 	0.005
8711	0.11	 0.09 	0.0072
8712	10.37	 0.19 	0.0029
8713	21.37	 0.16 	0.0031
8714	11.83	 0.24 	0.007
8715	6.63	 0.24 	0.0075
8716	6.08	 0.13 	0.0041
8717	22.07	 0.02 	0.004
8718	4.12	 0.32 	0.003
8719	9.33	 0.24 	0.002
8720	7.49	 0.26 	0.0073
8721	15.08	 0.08 	0.002
8722	16.8	 0.34 	0.0085
8723	23.68	 0.23 	0.0088
8724	16.68	 0.08 	0.0038
8725	2.8	 0.35 	0.004
8726	2.49	 0.29 	0.0034
8727	0.84	 0.26 	0.0083
8728	4.25	 0.18 	0.0068
8729	7.09	 0.17 	0.005
8730	18.14	 0.34 	0.0022
8731	5.47	 0.24 	0.0097
8732	5.35	 0.08 	0.0088
8733	21.15	 0.34 	0.0038
8734	1.99	 0.19 	0
8735	23.64	 0.24 	0.0039
8736	23.75	 0.39 	0.0082
8737	0.24	 0.03 	0.0024
8738	12.49	 0.25 	0.0057
8739	16.21	 0.32 	0.0056
8740	22.64	 0.28 	0.0029
8741	21.95	 0.10 	0.0038
8742	24.94	 0.11 	0.0049
8743	4.8	 0.31 	0.0029
8744	15.23	 0.15 	0.0058
8745	15.9	 0.09 	0.0055
8746	4.73	 0.31 	0.0085
8747	6.2	 0.39 	0.0014
8748	1.26	 0.31 	0.0002
8749	11.06	 0.13 	0.0085
8750	11.07	 0.38 	0.0006
8751	17.26	 0.18 	0.0007
8752	19.07	 0.26 	0.007
8753	14.41	 0.38 	0.0094
8754	6.41	 0.20 	0.0091
8755	6.13	 0.06 	0.0055
8756	13.32	 0.40 	0.0056
8757	15.95	 0.08 	0.0067
8758	24.25	 0.31 	0.001
8759	9.38	 0.20 	0.0088
8760	18.35	 0.10 	0.0021
8761	18.77	 0.33 	0.0019
8762	17.78	 0.02 	0.0015
8763	22.88	 0.15 	0.0077
8764	17.48	 0.11 	0.0076
8765	19.88	 0.13 	0.0041
8766	7.47	 0.22 	0.0081
8767	20	 0.14 	0.0036
8768	0.67	 0.08 	0.0069
8769	15.28	 0.31 	0.0026
8770	18.14	 0.18 	0.0021
8771	13.95	 0.04 	0.0062
8772	10.28	 0.18 	0.009
8773	4.8	 0.24 	0.004
8774	0.45	 0.05 	0.0069
8775	3.04	 0.07 	0.0038
8776	10.14	 0.25 	0.0056
8777	7.41	 0.07 	0.0037
8778	14.91	 0.23 	0.0045
8779	7.47	 0.13 	0.009
8780	13.45	 0.38 	0.0047
8781	20.71	 0.31 	0.0043
8782	11.88	 0.08 	0.0008
8783	23.76	 0.03 	0.0017
8784	14.27	 0.11 	0.0032
8785	17	 0.36 	0.0038
8786	20.49	 0.15 	0.008
8787	7.37	 0.22 	0.0013
8788	6.36	 0.18 	0.0042
8789	20.98	 0.05 	0.0081
8790	21.98	 0.17 	0.0059
8791	7.77	 0.39 	0.0024
8792	15.44	 0.35 	0.0043
8793	20.82	 0.33 	0.0081
8794	1.53	 0.11 	0.0011
8795	9.25	 0.33 	0.0083
8796	21.93	 0.13 	0.0042
8797	21.94	 0.11 	0.0053
8798	9.24	 0.21 	0.0094
8799	18.46	 0.22 	0.0059
8800	18.99	 0.24 	0.0082
8801	14.95	 0.35 	0.0043
8802	23.05	 0.08 	0.0018
8803	24.98	 0.32 	0.0008
8804	13.03	 0.09 	0.0038
8805	22.3	 0.39 	0.003
8806	11.64	 0.37 	0.0036
8807	20.22	 0.34 	0.0035
8808	19.53	 0.22 	0.0093
8809	15.66	 0.32 	0.0082
8810	17.81	 0.02 	0.0019
8811	16.68	 0.36 	0.0015
8812	9.01	 0.18 	0.0026
8813	18.85	 0.38 	0.0096
8814	4.48	 0.39 	0.0075
8815	0.91	 0.33 	0.0044
8816	23.86	 0.32 	0.0006
8817	8.14	 0.03 	0.0004
8818	23.6	 0.38 	0.0013
8819	20.57	 0.30 	0.0093
8820	3.1	 0.33 	0.0029
8821	8.26	 0.35 	0.0079
8822	19.18	 0.11 	0.0085
8823	12.79	 0.14 	0.0095
8824	8.66	 0.39 	0.0046
8825	21.16	 0.38 	0.0067
8826	21.59	 0.13 	0.0036
8827	20.26	 0.36 	0.0023
8828	16.1	 0.28 	0.0062
8829	22.54	 0.09 	0.0074
8830	1.39	 0.06 	0.0084
8831	5.96	 0.18 	0.0084
8832	2.68	 0.25 	0.0016
8833	24.31	 0.02 	0.0056
8834	10.22	 0.21 	0.008
8835	8.61	 0.35 	0.0024
8836	10.39	 0.26 	0
8837	1.5	 0.24 	0.005
8838	11.54	 0.13 	0.0037
8839	1.61	 0.03 	0.0008
8840	18.38	 0.27 	0.0019
8841	12.38	 0.14 	0.0053
8842	14.13	 0.28 	0.0014
8843	11.57	 0.08 	0.0043
8844	17.98	 0.19 	0.0068
8845	11.24	 0.33 	0.0022
8846	11.91	 0.09 	0.0013
8847	17.64	 0.19 	0.0021
8848	2.54	 0.29 	0.0097
8849	13.96	 0.02 	0.0074
8850	6.27	 0.22 	0.0054
8851	23.61	 0.11 	0.0003
8852	13.55	 0.12 	0.0084
8853	1.24	 0.06 	0.0087
8854	2.76	 0.25 	0.0069
8855	10.82	 0.17 	0.0028
8856	0.81	 0.19 	0.0003
8857	15.85	 0.32 	0.0085
8858	14.57	 0.27 	0.0051
8859	24.75	 0.25 	0.0008
8860	1.06	 0.23 	0.0075
8861	12.82	 0.21 	0.0018
8862	11.69	 0.34 	0.0084
8863	1.16	 0.03 	0.0045
8864	8.83	 0.29 	0.0058
8865	17.37	 0.33 	0.0034
8866	14.83	 0.16 	0.0096
8867	23.98	 0.33 	0.0009
8868	23.14	 0.16 	0.0066
8869	3.98	 0.40 	0.002
8870	8.91	 0.11 	0.0058
8871	18.98	 0.26 	0.0018
8872	4.62	 0.03 	0.0058
8873	23.41	 0.35 	0.0078
8874	0.59	 0.14 	0.0078
8875	14.8	 0.03 	0.0028
8876	6.18	 0.25 	0.008
8877	8.12	 0.17 	0.0008
8878	0.64	 0.22 	0.0083
8879	6.85	 0.20 	0.0013
8880	2.23	 0.09 	0.0055
8881	22.39	 0.09 	0.0066
8882	4.07	 0.10 	0.0015
8883	7.32	 0.19 	0.0055
8884	10.19	 0.27 	0.0037
8885	24.84	 0.33 	0.0074
8886	12.41	 0.26 	0.0092
8887	8.83	 0.13 	0.003
8888	7.29	 0.28 	0.0015
8889	0.65	 0.06 	0.0008
8890	17.51	 0.30 	0.0081
8891	13.48	 0.35 	0.0093
8892	3.54	 0.05 	0.0032
8893	10.3	 0.04 	0.0081
8894	11.64	 0.04 	0.0047
8895	0.51	 0.37 	0.0026
8896	3.5	 0.22 	0.0064
8897	9.14	 0.25 	0.0065
8898	17.36	 0.02 	0.0065
8899	22.78	 0.07 	0.0041
8900	10.6	 0.30 	0
8901	0.71	 0.16 	0.0047
8902	21.68	 0.25 	0.01
8903	0.4	 0.06 	0.0032
8904	16.23	 0.39 	0.0096
8905	7.43	 0.13 	0.0017
8906	3.43	 0.26 	0.0079
8907	6.07	 0.34 	0.0016
8908	13.36	 0.12 	0.0005
8909	16.01	 0.17 	0.0003
8910	17.24	 0.17 	0.0012
8911	9.1	 0.03 	0.0035
8912	20.91	 0.25 	0.0047
8913	13.43	 0.37 	0.0068
8914	18.21	 0.24 	0.0009
8915	14.7	 0.28 	0.0075
8916	13.8	 0.35 	0.0021
8917	0.4	 0.02 	0.0075
8918	5.28	 0.19 	0.0018
8919	11.61	 0.08 	0.0002
8920	17.91	 0.20 	0.0042
8921	24.35	 0.09 	0.0099
8922	12.58	 0.35 	0.0069
8923	2.56	 0.05 	0.0007
8924	9.67	 0.08 	0.0053
8925	20.89	 0.39 	0.0079
8926	1.99	 0.16 	0.0099
8927	2.2	 0.17 	0.0031
8928	8.32	 0.19 	0.0061
8929	5.26	 0.08 	0.0058
8930	20.64	 0.32 	0.0015
8931	17.21	 0.35 	0.0058
8932	22.87	 0.34 	0.0093
8933	22.08	 0.33 	0.0007
8934	17.06	 0.29 	0.0072
8935	20.16	 0.28 	0.0097
8936	17.83	 0.18 	0.002
8937	19.99	 0.40 	0.0061
8938	14.24	 0.19 	0.0022
8939	1.45	 0.36 	0.0009
8940	9.53	 0.07 	0.0004
8941	16.36	 0.00 	0.0098
8942	22.67	 0.03 	0.0011
8943	8.59	 0.36 	0.0047
8944	5.43	 0.23 	0.0068
8945	22.74	 0.18 	0.0025
8946	20.66	 0.06 	0.0063
8947	23.81	 0.27 	0.0097
8948	8.04	 0.33 	0.0088
8949	5.21	 0.28 	0.0015
8950	8.47	 0.31 	0.0072
8951	0.07	 0.21 	0.007
8952	1.91	 0.05 	0.0014
8953	11.4	 0.09 	0.0007
8954	24.57	 0.05 	0.0073
8955	10.59	 0.07 	0.0083
8956	12.59	 0.13 	0.0098
8957	19.31	 0.37 	0.0057
8958	21.78	 0.38 	0.0044
8959	21.34	 0.38 	0.0058
8960	4.66	 0.15 	0.0091
8961	15.37	 0.32 	0.0067
8962	5.84	 0.12 	0.01
8963	5.63	 0.15 	0.0035
8964	10.15	 0.35 	0.0002
8965	5.11	 0.00 	0.007
8966	19.01	 0.31 	0.0085
8967	9.87	 0.07 	0.0025
8968	20.32	 0.13 	0.0043
8969	13.86	 0.37 	0.0093
8970	15.42	 0.29 	0.0059
8971	1.25	 0.23 	0.0044
8972	7.3	 0.06 	0.0047
8973	13.96	 0.28 	0.0063
8974	14.86	 0.24 	0.0059
8975	21.93	 0.11 	0.0016
8976	16.74	 0.12 	0.0045
8977	20.98	 0.14 	0.0024
8978	12.58	 0.34 	0.0093
8979	23.14	 0.13 	0.0008
8980	9	 0.01 	0.0011
8981	15.11	 0.30 	0.0073
8982	10.97	 0.21 	0.003
8983	24.11	 0.17 	0.0079
8984	11.33	 0.23 	0.006
8985	7.52	 0.09 	0.0007
8986	7.99	 0.08 	0.0073
8987	19.73	 0.27 	0.0086
8988	15.19	 0.23 	0.0051
8989	9.35	 0.07 	0.0009
8990	5.29	 0.14 	0.0017
8991	2	 0.17 	0.0017
8992	20.94	 0.24 	0.0071
8993	3.66	 0.26 	0.0038
8994	9.7	 0.12 	0.0027
8995	14.16	 0.35 	0.0047
8996	4.52	 0.28 	0.0066
8997	17.39	 0.31 	0.0015
8998	6.12	 0.25 	0.0055
8999	12.2	 0.05 	0.0002
9000	22.63	 0.28 	0.0089
9001	18.36	 0.23 	0.0082
9002	3.12	 0.19 	0.002
9003	1.41	 0.13 	0.0041
9004	3.74	 0.29 	0.0015
9005	0.02	 0.22 	0.006
9006	13.43	 0.21 	0.0045
9007	23.86	 0.10 	0.0015
9008	14.21	 0.22 	0.0041
9009	7.81	 0.14 	0.0048
9010	8.84	 0.24 	0.0071
9011	17.68	 0.29 	0.0087
9012	7.98	 0.12 	0.0042
9013	24.25	 0.18 	0.0002
9014	24.39	 0.16 	0.0081
9015	20.25	 0.22 	0.0059
9016	23.56	 0.06 	0.0034
9017	3.13	 0.06 	0.0038
9018	6.6	 0.11 	0.0006
9019	9.91	 0.13 	0.0017
9020	23.68	 0.14 	0.0075
9021	1.61	 0.23 	0.0076
9022	2.85	 0.25 	0.0034
9023	13.14	 0.03 	0.0097
9024	6.2	 0.07 	0.0032
9025	2.9	 0.05 	0.0092
9026	0.5	 0.10 	0.0026
9027	1.19	 0.06 	0.0029
9028	9.69	 0.18 	0.0082
9029	10.68	 0.25 	0.0004
9030	6.87	 0.14 	0.0038
9031	20.13	 0.22 	0.0077
9032	2.17	 0.21 	0.0022
9033	2.13	 0.24 	0.0064
9034	24.98	 0.26 	0.006
9035	24.13	 0.01 	0.0044
9036	16.22	 0.28 	0.009
9037	6.83	 0.37 	0.0023
9038	0.31	 0.28 	0.0027
9039	8.53	 0.31 	0.0083
9040	7.13	 0.26 	0.0032
9041	24.92	 0.16 	0.0056
9042	19.22	 0.20 	0.0053
9043	14.97	 0.14 	0.0004
9044	14.91	 0.19 	0.0011
9045	10.05	 0.12 	0.0085
9046	5.53	 0.27 	0.0036
9047	17.28	 0.37 	0.0018
9048	17.62	 0.18 	0.0046
9049	17.86	 0.33 	0.008
9050	13.83	 0.22 	0.0025
9051	19.8	 0.05 	0.0014
9052	9.62	 0.39 	0.0047
9053	24.43	 0.13 	0.0073
9054	19.78	 0.09 	0.0017
9055	20.81	 0.10 	0.0076
9056	5.78	 0.00 	0.0093
9057	22.19	 0.24 	0.0015
9058	8.89	 0.18 	0.0096
9059	16.63	 0.26 	0.0066
9060	14.56	 0.03 	0.0079
9061	1.65	 0.14 	0.007
9062	14.68	 0.12 	0.009
9063	22.79	 0.10 	0.0051
9064	18.86	 0.18 	0.0045
9065	3.16	 0.22 	0.0057
9066	21.21	 0.18 	0.0086
9067	8.81	 0.13 	0.0032
9068	23.9	 0.19 	0.0098
9069	3.99	 0.16 	0.0089
9070	14.13	 0.34 	0.0013
9071	13.21	 0.13 	0.0047
9072	23.2	 0.27 	0.0063
9073	7.18	 0.31 	0.0071
9074	5.67	 0.18 	0.0098
9075	12	 0.02 	0.0064
9076	4.09	 0.03 	0.0092
9077	1.1	 0.37 	0.0049
9078	23.81	 0.04 	0.0075
9079	14.21	 0.13 	0.0021
9080	10.54	 0.01 	0.0059
9081	21.02	 0.39 	0.0043
9082	8.79	 0.25 	0.0099
